a|A0
nhứng|NH UW4 NGZ
nhựng|NH UW5 NGZ
nhược|NH WA5 KC
nhướn|NH WA4 NZ
nhương|NH WA0 NGZ
nhường|NH WA1 NGZ
nhưởng|NH WA3 NGZ
nhưỡng|NH WA2 NGZ
nhướng|NH WA4 NGZ
nhượng|NH WA5 NGZ
nhứt|NH UW4 TC
nhựt|NH UW5 TC
ni|N I0
nì|N I1
nỉ|N I3
nĩ|N I2
ní|N I4
nị|N I5
nia|N IE0
nìa|N IE1
nỉa|N IE3
nĩa|N IE2
nía|N IE4
nịa|N IE5
níc|N I4 KC
ních|N I4 KC
nịch|N I5 KC
niêm|N IE0 MZ
niềm|N IE1 MZ
niểm|N IE3 MZ
niễm|N IE2 MZ
niếm|N IE4 MZ
niệm|N IE5 MZ
niên|N IE0 NZ
niền|N IE1 NZ
niển|N IE3 NZ
niễn|N IE2 NZ
niến|N IE4 NZ
niện|N IE5 NZ
niềng|N IE1 NGZ
niễng|N IE2 NGZ
niêp|N IE4 PC
niếp|N IE4 PC
niệp|N IE5 PC
niết|N IE4 TC
niêu|N IE0 UZ
niều|N IE1 UZ
niểu|N IE3 UZ
niễu|N IE2 UZ
niếu|N IE4 UZ
niệu|N IE5 UZ
nim|N I0 MZ
nìm|N I1 MZ
nỉm|N I3 MZ
nĩm|N I2 MZ
ním|N I4 MZ
nịm|N I5 MZ
nin|N I0 NZ
nìn|N I1 NZ
nỉn|N I3 NZ
nĩn|N I2 NZ
nín|N I4 NZ
nịn|N I5 NZ
ning|N I0 NGZ
ninh|N I0 NGZ
nình|N I1 NGZ
nỉnh|N I3 NGZ
nĩnh|N I2 NGZ
nính|N I4 NGZ
nịnh|N I5 NGZ
níp|N I4 PC
nít|N I4 TC
nịt|N I5 TC
niu|N I0 UZ
nìu|N I1 UZ
nỉu|N I3 UZ
nĩu|N I2 UZ
níu|N I4 UZ
nịu|N I5 UZ
no|N O0
nò|N O1
nỏ|N O3
nõ|N O2
nó|N O4
nọ|N O5
noa|N W A0
nòa|N W A1
nỏa|N W A3
nõa|N W A2
nóa|N W A4
nọa|N W A5
noãn|N W A2 NZ
nõan|N W A2 NZ
nóc|N OA4 KC
nọc|N OA5 KC
noem|N W E0 MZ
noèm|N W E1 MZ
noẻm|N W E3 MZ
noẽm|N W E2 MZ
noém|N W E4 MZ
noẹm|N W E5 MZ
noeo|N W E0 UZ
noèo|N W E1 UZ
noẻo|N W E3 UZ
noẽo|N W E2 UZ
noéo|N W E4 UZ
noẹo|N W E5 UZ
noi|N O0 IZ
nòi|N O1 IZ
nỏi|N O3 IZ
nõi|N O2 IZ
nói|N O4 IZ
nọi|N O5 IZ
nom|N O0 MZ
nòm|N O1 MZ
nỏm|N O3 MZ
nõm|N O2 MZ
nóm|N O4 MZ
nọm|N O5 MZ
non|N O0 NZ
nòn|N O1 NZ
nỏn|N O3 NZ
nõn|N O2 NZ
nón|N O4 NZ
nọn|N O5 NZ
nong|N OA0 NGZ
nòng|N OA1 NGZ
nỏng|N OA3 NGZ
nõng|N OA2 NGZ
nóng|N OA4 NGZ
nọng|N OA5 NGZ
noóc|N O4 OA4 KC
noọc|N O5 OA5 KC
nop|O0 PC
nòp|O1 PC
nỏp|O3 PC
nõp|O2 PC
nóp|O4 PC
nọp|O5 PC
nót|N O4 TC
nọt|N O5 TC
nô|N OO0
nồ|N OO1
nổ|N OO3
nỗ|N OO2
nố|N OO4
nộ|N OO5
nốc|N OO4 KC
nôi|N OO0 IZ
nồi|N OO1 IZ
nổi|N OO3 IZ
nỗi|N OO2 IZ
nối|N OO4 IZ
nội|N OO5 IZ
nôm|N OO0 MZ
nồm|N OO1 MZ
nổm|N OO3 MZ
nỗm|N OO2 MZ
nốm|N OO4 MZ
nộm|N OO5 MZ
nôn|N OO0 NZ
nồn|N OO1 NZ
nổn|N OO3 NZ
nỗn|N OO2 NZ
nốn|N OO4 NZ
nộn|N OO5 NZ
nông|N OO0 NGZ
nồng|N OO1 NGZ
nổng|N OO3 NGZ
nỗng|N OO2 NGZ
nống|N OO4 NGZ
nộng|N OO5 NGZ
nốp|N OO4 PC
nộp|N OO5 PC
nốt|N OO4 TC
nơ|N OW0
nờ|N OW1
nở|N OW3
nỡ|N OW2
nớ|N OW4
nợ|N OW5
nơi|N OW0 IZ
nời|N OW1 IZ
nởi|N OW3 IZ
nỡi|N OW2 IZ
nới|N OW4 IZ
nợi|N OW5 IZ
nơm|N OW0 MZ
nờm|N OW1 MZ
nởm|N OW3 MZ
nỡm|N OW2 MZ
nớm|N OW4 MZ
nợm|N OW5 MZ
nớp|N OW4 PC
nớt|N OW4 TC
nu|N U0
nù|N U1
nủ|N U3
nũ|N U2
nú|N U4
nụ|N U5
nua|N UO0
nùa|N UO1
nủa|N UO3
nũa|N UO2
núa|N UO4
nụa|N UO5
núc|N U4 KC
nục|N U5 KC
nui|N U0 IZ
nùi|N U1 IZ
nủi|N U3 IZ
nũi|N U2 IZ
núi|N U4 IZ
nụi|N U5 IZ
num|N U0 MZ
nùm|N U1 MZ
nủm|N U3 MZ
nũm|N U2 MZ
núm|N U4 MZ
nụm|N U5 MZ
nun|N U0 NZ
nùn|N U1 NZ
nủn|N U3 NZ
nũn|N U2 NZ
nún|N U4 NZ
nụn|N U5 NZ
nung|N U0 NGZ
nùng|N U1 NGZ
nủng|N U3 NGZ
nũng|N U2 NGZ
núng|N U4 NGZ
nụng|N U5 NGZ
nuôi|N UO0 IZ
nuồi|N UO1 IZ
nuổi|N UO3 IZ
nuỗi|N UO2 IZ
nuối|N UO4 IZ
nuội|N UO5 IZ
nuông|N UO0 NGZ
nuồng|N UO1 NGZ
nuổng|N UO3 NGZ
nuỗng|N UO2 NGZ
nuống|N UO4 NGZ
nuộng|N UO5 NGZ
nuốt|N UO4 TC
nuột|N UO5 TC
núp|N U4 PC
nút|N U4 TC
nuy|N W IZ
nùy|N W IZ
nủy|N W IZ
nũy|N W IZ
núy|N W IZ
nụy|N W IZ
nuynh|N W I0 NGZ
nuỳnh|N W I1 NGZ
nuỷnh|N W I3 NGZ
nuỹnh|N W I2 NGZ
nuýnh|N W I4 NGZ
nuỵnh|N W I5 NGZ
nuyp|N W I4 PC
nuýp|N W I4 PC
nuỵp|N W I5 PC
nuyt|N W I4 TC
nuýt|N W I4 TC
nuỵt|N W I5 TC
nuyu|N W I0 UZ
nuỳu|N W I1 UZ
nuỷu|N W I3 UZ
nuỹu|N W I2 UZ
nuýu|N W I4 UZ
nuỵu|N W I5 UZ
nư|N UW0
nừ|N UW1
nử|N UW3
nữ|N UW2
nứ|N UW4
nự|N UW5
nưa|N WA0
nừa|N WA1
nửa|N WA3
nữa|N WA2
nứa|N WA4
nựa|N WA5
nức|N UW4 KC
nực|N UW5 KC
nưm|N UW0 MZ
nừm|N UW1 MZ
nửm|N UW3 MZ
nữm|N UW2 MZ
nứm|N UW4 MZ
nựm|N UW5 MZ
nưn|N UW0 NZ
nừn|N UW1 NZ
nửn|N UW3 NZ
nữn|N UW2 NZ
nứn|N UW4 NZ
nựn|N UW5 NZ
nựng|N UW5 NGZ
nước|N WA4 KC
nược|N WA5 KC
nườm|N WA1 MZ
nương|N WA0 NGZ
nường|N WA1 NGZ
nưởng|N WA3 NGZ
nưỡng|N WA2 NGZ
nướng|N WA4 NGZ
nượng|N WA5 NGZ
nượp|N WA5 PC
nướu|N WA4 UZ
nứt|N UW4 TC
ny|N I0
nỳ|N I1
nỷ|N I3
nỹ|N I2
ný|N I4
nỵ|N I5
o|O0
ò|O1
ỏ|O3
õ|O2
ó|O4
ọ|O5
oa|W A0
oà|W A1
òa|W A1
ỏa|W A3
õa|W A2
óa|W A4
ọa|W A5
oách|W EA4 KC
óach|W EA4 KC
oai|W A0 IZ
oài|W A1 IZ
oải|W A3 IZ
oãi|W A2 IZ
oái|W A4 IZ
oại|W A5 IZ
ỏai|W A3 IZ
óai|W A4 IZ
oan|W A0 NZ
oàn|W A1 NZ
oản|W A3 NZ
oãn|W A2 NZ
oán|W A4 NZ
oạn|W A5 NZ
óan|W A4 NZ
oang|W A0 NGZ
oàng|W A1 NGZ
oảng|W A3 NGZ
oãng|W A2 NGZ
oáng|W A4 NGZ
oạng|W A5 NGZ
oanh|W EA0 NGZ
oành|W EA1 NGZ
oảnh|W EA3 NGZ
oãnh|W EA2 NGZ
oánh|W EA4 NGZ
oạnh|W EA5 NGZ
oáp|W A4 PC
oạp|W A5 PC
oát|W A4 TC
oắc|W AW4 KC
oăm|W AW0 MZ
oằm|W AW1 MZ
oẳm|W AW3 MZ
oẵm|W AW2 MZ
oắm|W AW4 MZ
oặm|W AW5 MZ
oăn|W AW0 NZ
oằn|W AW1 NZ
oẳn|W AW3 NZ
oẵn|W AW2 NZ
oắn|W AW4 NZ
oặn|W AW5 NZ
oằng|W AW1 NGZ
oặt|W AW5 TC
óc|OA4 KC
oe|W E0
oẹ|W E5
òe|W E1
ỏe|W E3
õe|W E2
óe|W E4
oé|W E4
ọe|W E5
oem|W E0 MZ
oèm|W E1 MZ
oẻm|W E3 MZ
oẽm|W E2 MZ
oém|W E4 MZ
oẹm|W E5 MZ
oeo|W E0 UZ
oèo|W E1 UZ
oẻo|W E3 UZ
oẽo|W E2 UZ
oéo|W E4 UZ
oẹo|W E5 UZ
oép|W E4 PC
óep|W E4 PC
oét|W E4 TC
oi|O0 IZ
òi|O1 IZ
ỏi|O3 IZ
õi|O2 IZ
ói|O4 IZ
ọi|O5 IZ
om|O0 MZ
òm|O1 MZ
ỏm|O3 MZ
õm|O2 MZ
óm|O4 MZ
ọm|O5 MZ
on|O0 NZ
òn|O1 NZ
ỏn|O3 NZ
õn|O2 NZ
ón|O4 NZ
ọn|O5 NZ
ong|OA0 NGZ
òng|OA1 NGZ
ỏng|OA3 NGZ
õng|OA2 NGZ
óng|OA4 NGZ
ọng|OA5 NGZ
oóc|O4 OA4 KC
oọc|O5 OA5 KC
óp|O4 PC
ọp|O5 PC
ót|O4 TC
ô|OO0
ồ|OO1
ổ|OO3
ỗ|OO2
ố|OO4
ộ|OO5
ốc|OO4 KC
ộc|OO5 KC
ôi|OO0 IZ
ồi|OO1 IZ
ổi|OO3 IZ
ỗi|OO2 IZ
ối|OO4 IZ
ội|OO5 IZ
ôm|OO0 MZ
ồm|OO1 MZ
ổm|OO3 MZ
ỗm|OO2 MZ
ốm|OO4 MZ
ộm|OO5 MZ
ôn|OO0 NZ
ồn|OO1 NZ
ổn|OO3 NZ
ỗn|OO2 NZ
ốn|OO4 NZ
ộn|OO5 NZ
ông|OO0 NGZ
ồng|OO1 NGZ
ổng|OO3 NGZ
ỗng|OO2 NGZ
ống|OO4 NGZ
ộng|OO5 NGZ
ốp|OO4 PC
ốt|OO4 TC
ơ|OW0
ờ|OW1
ở|OW3
ỡ|OW2
ớ|OW4
ợ|OW5
ơi|OW0 IZ
ời|OW1 IZ
ởi|OW3 IZ
ỡi|OW2 IZ
ới|OW4 IZ
ợi|OW5 IZ
ơm|OW0 MZ
ờm|OW1 MZ
ởm|OW3 MZ
ỡm|OW2 MZ
ớm|OW4 MZ
ợm|OW5 MZ
ơn|OW0 NZ
ờn|OW1 NZ
ởn|OW3 NZ
ỡn|OW2 NZ
ớn|OW4 NZ
ợn|OW5 NZ
ợp|OW5 PC
ớt|OW4 TC
ợt|OW5 TC
pa|P A0
pà|P A1
pả|P A3
pã|P A2
pá|P A4
pạ|P A5
pac|P A0 KC
pác|P A4 KC
pạc|P A5 KC
pách|P EA4 KC
pai|P A0 IZ
pài|P A1 IZ
pải|P A3 IZ
pãi|P A2 IZ
pái|P A4 IZ
pại|P A5 IZ
pam|P A0 MZ
pàm|P A1 MZ
pảm|P A3 MZ
pãm|P A2 MZ
pám|P A4 MZ
pạm|P A5 MZ
pan|P A0 NZ
pàn|P A1 NZ
pản|P A3 NZ
pãn|P A2 NZ
pán|P A4 NZ
pạn|P A5 NZ
pang|P A0 NGZ
pàng|P A1 NGZ
pảng|P A3 NGZ
pãng|P A2 NGZ
páng|P A4 NGZ
pạng|P A5 NGZ
panh|P EA0 NGZ
pành|P EA1 NGZ
pảnh|P EA3 NGZ
pãnh|P EA2 NGZ
pánh|P EA4 NGZ
pạnh|P EA5 NGZ
pao|P A0 UZ
pào|P A1 UZ
pảo|P A3 UZ
pão|P A2 UZ
páo|P A4 UZ
pạo|P A5 UZ
páp|P A4 PC
pát|P A4 TC
pay|P AW0 IZ
pày|P AW1 IZ
pảy|P AW3 IZ
pãy|P AW2 IZ
páy|P AW4 IZ
pạy|P AW5 IZ
pắc|P AW4 KC
păm|P AW0 MZ
pằm|P AW1 MZ
pẳm|P AW3 MZ
pẵm|P AW2 MZ
pắm|P AW4 MZ
pặm|P AW5 MZ
păn|P AW0 NZ
pằn|P AW1 NZ
pẳn|P AW3 NZ
pẵn|P AW2 NZ
pắn|P AW4 NZ
pặn|P AW5 NZ
păng|P AW0 NGZ
pằng|P AW1 NGZ
pẳng|P AW3 NGZ
pẵng|P AW2 NGZ
pắng|P AW4 NGZ
pặng|P AW5 NGZ
pắp|P AW4 PC
pần|P AA1 NZ
pâu|P AA0 UZ
pầu|P AA1 UZ
pẩu|P AA3 UZ
pẫu|P AA2 UZ
pấu|P AA4 UZ
pậu|P AA5 UZ
pây|P AA0 IZ
pầy|P AA1 IZ
pẩy|P AA3 IZ
pẫy|P AA2 IZ
pấy|P AA4 IZ
pậy|P AA5 IZ
pe|P E0
pè|P E1
pẻ|P E3
pẽ|P E2
pé|P E4
pẹ|P E5
péc|P E4 KC
pem|B E0 MZ
pèm|B E1 MZ
pẻm|B E3 MZ
pẽm|B E2 MZ
pém|B E4 MZ
pẹm|B E5 MZ
pen|P E0 NZ
pèn|P E1 NZ
pẻn|P E3 NZ
pẽn|P E2 NZ
pén|P E4 NZ
pẹn|P E5 NZ
peo|P E0 UZ
pèo|P E1 UZ
pẻo|P E3 UZ
pẽo|P E2 UZ
péo|P E4 UZ
pẹo|P E5 UZ
pép|P E4 PC
pét|P E4 TC
pê|P EE0
pề|P EE1
pể|P EE3
pễ|P EE2
pế|P EE4
pệ|P EE5
pếch|P EE4 KC
pên|P EE0 NZ
pền|P EE1 NZ
pển|P EE3 NZ
pễn|P EE2 NZ
pến|P EE4 NZ
pện|P EE5 NZ
pênh|P EE0 NGZ
pềnh|P EE1 NGZ
pểnh|P EE3 NGZ
pễnh|P EE2 NGZ
pếnh|P EE4 NGZ
pệnh|P EE5 NGZ
pếp|P EE4 PC
pết|P EE4 TC
pha|PH A0
phà|PH A1
phả|PH A3
phã|PH A2
phá|PH A4
phạ|PH A5
phác|PH A4 KC
phạc|PH A5 KC
phách|PH EA4 KC
phạch|PH EA5 KC
phai|PH A0 IZ
phài|PH A1 IZ
phải|PH A3 IZ
phãi|PH A2 IZ
phái|PH A4 IZ
phại|PH A5 IZ
pham|PH A0 MZ
phàm|PH A1 MZ
phảm|PH A3 MZ
phãm|PH A2 MZ
phám|PH A4 MZ
phạm|PH A5 MZ
phan|PH A0 NZ
phàn|PH A1 NZ
phản|PH A3 NZ
phãn|PH A2 NZ
phán|PH A4 NZ
phạn|PH A5 NZ
phang|PH A0 NGZ
phàng|PH A1 NGZ
phảng|PH A3 NGZ
phãng|PH A2 NGZ
pháng|PH A4 NGZ
phạng|PH A5 NGZ
phanh|PH EA0 NGZ
phành|PH EA1 NGZ
phảnh|PH EA3 NGZ
phãnh|PH EA2 NGZ
phánh|PH EA4 NGZ
phạnh|PH EA5 NGZ
phao|PH A0 UZ
phào|PH A1 UZ
phảo|PH A3 UZ
phão|PH A2 UZ
pháo|PH A4 UZ
phạo|PH A5 UZ
pháp|PH A4 PC
phát|PH A4 TC
phạt|PH A5 TC
phau|PH AW0 UZ
phàu|PH AW1 UZ
phảu|PH AW3 UZ
phãu|PH AW2 UZ
pháu|PH AW4 UZ
phạu|PH AW5 UZ
phay|PH AW0 IZ
phày|PH AW1 IZ
phảy|PH AW3 IZ
phãy|PH AW2 IZ
pháy|PH AW4 IZ
phạy|PH AW5 IZ
phắc|PH AW4 KC
phăm|PH AW0 MZ
phằm|PH AW1 MZ
phẳm|PH AW3 MZ
phẵm|PH AW2 MZ
phắm|PH AW4 MZ
phặm|PH AW5 MZ
phăn|PH AW0 NZ
phằn|PH AW1 NZ
phẳn|PH AW3 NZ
phẵn|PH AW2 NZ
phắn|PH AW4 NZ
phặn|PH AW5 NZ
phăng|PH AW0 NGZ
phằng|PH AW1 NGZ
phẳng|PH AW3 NGZ
phẵng|PH AW2 NGZ
phắng|PH AW4 NGZ
phặng|PH AW5 NGZ
phắt|PH AW4 TC
phầm|PH AA1 MZ
phẩm|PH AA3 MZ
phân|PH AA0 NZ
phần|PH AA1 NZ
phẩn|PH AA3 NZ
phẫn|PH AA2 NZ
phấn|PH AA4 NZ
phận|PH AA5 NZ
phấp|PH AA4 PC
phập|PH AA5 PC
phất|PH AA4 TC
phật|PH AA5 TC
phâu|PH AA0 UZ
phầu|PH AA1 UZ
phẩu|PH AA3 UZ
phẫu|PH AA2 UZ
phấu|PH AA4 UZ
phậu|PH AA5 UZ
phây|PH AA0 IZ
phầy|PH AA1 IZ
phẩy|PH AA3 IZ
phẫy|PH AA2 IZ
phấy|PH AA4 IZ
phậy|PH AA5 IZ
phe|PH E0
phè|PH E1
phẻ|PH E3
phẽ|PH E2
phé|PH E4
phẹ|PH E5
phéc|PH E4 KC
phem|PH E0 MZ
phèm|PH E1 MZ
phẻm|PH E3 MZ
phẽm|PH E2 MZ
phém|PH E4 MZ
phẹm|PH E5 MZ
phen|PH E0 NZ
phèn|PH E1 NZ
phẻn|PH E3 NZ
phẽn|PH E2 NZ
phén|PH E4 NZ
phẹn|PH E5 NZ
pheng|PH E0 NGZ
phèng|PH E1 NGZ
phẻng|PH E3 NGZ
phẽng|PH E2 NGZ
phéng|PH E4 NGZ
phẹng|PH E5 NGZ
phenh|PH E0 NGZ
pheo|PH E0 UZ
phèo|PH E1 UZ
phẻo|PH E3 UZ
phẽo|PH E2 UZ
phéo|PH E4 UZ
phẹo|PH E5 UZ
phép|PH E4 PC
phét|PH E4 TC
phẹt|PH E5 TC
phê|PH EE0
phề|PH EE1
phể|PH EE3
phễ|PH EE2
phế|PH EE4
phệ|PH EE5
phếch|PH EE4 KC
phên|PH EE0 NZ
phền|PH EE1 NZ
phển|PH EE3 NZ
phễn|PH EE2 NZ
phến|PH EE4 NZ
phện|PH EE5 NZ
phết|PH EE4 TC
phệt|PH EE5 TC
phễu|PH EE2 UZ
phếu|PH EE4 UZ
phi|PH I0
phì|PH I1
phỉ|PH I3
phĩ|PH I2
phí|PH I4
phị|PH I5
phia|PH IE0
phìa|PH IE1
phỉa|PH IE3
phĩa|PH IE2
phía|PH IE4
phịa|PH IE5
phíc|PH I4 KC
phích|PH I4 KC
phịch|PH I5 KC
phiếm|PH IE4 MZ
phiên|PH IE0 NZ
phiền|PH IE1 NZ
phiển|PH IE3 NZ
phiễn|PH IE2 NZ
phiến|PH IE4 NZ
phiện|PH IE5 NZ
phiệt|PH IE5 TC
phiêu|PH IE0 UZ
phiều|PH IE1 UZ
phiểu|PH IE3 UZ
phiễu|PH IE2 UZ
phiếu|PH IE4 UZ
phiệu|PH IE5 UZ
phim|PH I0 MZ
phìm|PH I1 MZ
phỉm|PH I3 MZ
phĩm|PH I2 MZ
phím|PH I4 MZ
phịm|PH I5 MZ
phin|PH I0 NZ
phìn|PH I1 NZ
phỉn|PH I3 NZ
phĩn|PH I2 NZ
phín|PH I4 NZ
phịn|PH I5 NZ
phinh|PH I0 NGZ
phình|PH I1 NGZ
phỉnh|PH I3 NGZ
phĩnh|PH I2 NGZ
phính|PH I4 NGZ
phịnh|PH I5 NGZ
phíp|PH I4 PC
phít|PH I4 TC
phịt|PH I5 TC
phiu|PH I0 UZ
phìu|PH I1 UZ
phỉu|PH I3 UZ
phĩu|PH I2 UZ
phíu|PH I4 UZ
phịu|PH I5 UZ
pho|PH O0
phò|PH O1
phỏ|PH O3
phõ|PH O2
phó|PH O4
phọ|PH O5
phóc|PH OA4 KC
phóch|PH OA4 KC
phoem|PH W E0 MZ
phoèm|PH W E1 MZ
phoẻm|PH W E3 MZ
phoẽm|PH W E2 MZ
phoém|PH W E4 MZ
phoẹm|PH W E5 MZ
phoeo|PH W E0 UZ
phoèo|PH W E1 UZ
phoẻo|PH W E3 UZ
phoẽo|PH W E2 UZ
phoéo|PH W E4 UZ
phoẹo|PH W E5 UZ
phoi|PH O0 IZ
phòi|PH O1 IZ
phỏi|PH O3 IZ
phõi|PH O2 IZ
phói|PH O4 IZ
phọi|PH O5 IZ
phom|PH O0 MZ
phòm|PH O1 MZ
phỏm|PH O3 MZ
phõm|PH O2 MZ
phóm|PH O4 MZ
phọm|PH O5 MZ
phon|PH O0 NZ
phòn|PH O1 NZ
phỏn|PH O3 NZ
phõn|PH O2 NZ
phón|PH O4 NZ
phọn|PH O5 NZ
phong|PH OA0 NGZ
phòng|PH OA1 NGZ
phỏng|PH OA3 NGZ
phõng|PH OA2 NGZ
phóng|PH OA4 NGZ
phọng|PH OA5 NGZ
phoóc|PH O4 OA4 KC
phoọc|PH O5 OA5 KC
phóoc|PH O4 OA4 KC
phót|PH O4 TC
phô|PH OO0
phồ|PH OO1
phổ|PH OO3
phỗ|PH OO2
phố|PH OO4
phộ|PH OO5
phốc|PH OO4 KC
phôi|PH OO0 IZ
phồi|PH OO1 IZ
phổi|PH OO3 IZ
phỗi|PH OO2 IZ
phối|PH OO4 IZ
phội|PH OO5 IZ
phôn|PH OO0 NZ
phồn|PH OO1 NZ
phổn|PH OO3 NZ
phỗn|PH OO2 NZ
phốn|PH OO4 NZ
phộn|PH OO5 NZ
phông|PH OO0 NGZ
phồng|PH OO1 NGZ
phổng|PH OO3 NGZ
phỗng|PH OO2 NGZ
phống|PH OO4 NGZ
phộng|PH OO5 NGZ
phốp|PH OO4 PC
phốt|PH OO4 TC
phơ|PH OW0
phờ|PH OW1
phở|PH OW3
phỡ|PH OW2
phớ|PH OW4
phợ|PH OW5
phơi|PH OW0 IZ
phời|PH OW1 IZ
phởi|PH OW3 IZ
phỡi|PH OW2 IZ
phới|PH OW4 IZ
phợi|PH OW5 IZ
phơm|PH OW0 MZ
phờm|PH OW1 MZ
phởm|PH OW3 MZ
phỡm|PH OW2 MZ
phớm|PH OW4 MZ
phợm|PH OW5 MZ
phơn|PH OW0 NZ
phờn|PH OW1 NZ
phởn|PH OW3 NZ
phỡn|PH OW2 NZ
phớn|PH OW4 NZ
phợn|PH OW5 NZ
phớt|PH OW4 TC
phợt|PH OW5 TC
phu|PH U0
phù|PH U1
phủ|PH U3
phũ|PH U2
phú|PH U4
phụ|PH U5
phúc|PH U4 KC
phục|PH U5 KC
phui|PH U0 IZ
phùi|PH U1 IZ
phủi|PH U3 IZ
phũi|PH U2 IZ
phúi|PH U4 IZ
phụi|PH U5 IZ
phun|PH U0 NZ
phùn|PH U1 NZ
phủn|PH U3 NZ
phũn|PH U2 NZ
phún|PH U4 NZ
phụn|PH U5 NZ
phung|PH U0 NGZ
phùng|PH U1 NGZ
phủng|PH U3 NGZ
phũng|PH U2 NGZ
phúng|PH U4 NGZ
phụng|PH U5 NGZ
phút|PH U4 TC
phụt|PH U5 TC
phuy|PH W I0
phùy|PH W I1
phủy|PH W I3
phũy|PH W I2
phúy|PH W I4
phụy|PH W I5
phuynh|PH W I0 NGZ
phuỳnh|PH W I1 NGZ
phuỷnh|PH W I3 NGZ
phuỹnh|PH W I2 NGZ
phuýnh|PH W I4 NGZ
phuỵnh|PH W I5 NGZ
phuyp|PH W I4 PC
phuýp|PH W I4 PC
phuỵp|PH W I5 PC
phuyt|PH W I4 TC
phuýt|PH W I4 TC
phuỵt|PH W I5 TC
phuyu|PH W I0 UZ
phuỳu|PH W I1 UZ
phuỷu|PH W I3 UZ
phuỹu|PH W I2 UZ
phuýu|PH W I4 UZ
phuỵu|PH W I5 UZ
phư|PH UW0
phừ|PH UW1
phử|PH UW3
phữ|PH UW2
phứ|PH UW4
phự|PH UW5
phức|PH UW4 KC
phưn|PH UW0 NZ
phừn|PH UW1 NZ
phửn|PH UW3 NZ
phữn|PH UW2 NZ
phứn|PH UW4 NZ
phựn|PH UW5 NZ
phưng|PH UW0 NGZ
phừng|PH UW1 NGZ
phửng|PH UW3 NGZ
phững|PH UW2 NGZ
phứng|PH UW4 NGZ
phựng|PH UW5 NGZ
phước|PH WA4 KC
phướn|PH WA4 NZ
phương|PH WA0 NGZ
phường|PH WA1 NGZ
phưởng|PH WA3 NGZ
phưỡng|PH WA2 NGZ
phướng|PH WA4 NGZ
phượng|PH WA5 NGZ
phựt|PH UW5 TC
pi|P I0
pì|P I1
pỉ|P I3
pĩ|P I2
pí|P I4
pị|P I5
pia|P IE0
pìa|P IE1
pỉa|P IE3
pĩa|P IE2
pía|P IE4
pịa|P IE5
píc|P I4 KC
pích|P I4 KC
piếc|P IE4 KC
piêu|P IE0 UZ
piều|P IE1 UZ
piểu|P IE3 UZ
piễu|P IE2 UZ
piếu|P IE4 UZ
piệu|P IE5 UZ
pin|P I0 NZ
pìn|P I1 NZ
pỉn|P I3 NZ
pĩn|P I2 NZ
pín|P I4 NZ
pịn|P I5 NZ
ping|P I0 NGZ
pinh|P I0 NGZ
pình|P I1 NGZ
pỉnh|P I3 NGZ
pĩnh|P I2 NGZ
pính|P I4 NGZ
pịnh|P I5 NGZ
píp|P I4 PC
pit|P I0 TC
pít|P I4 TC
pịt|P I5 TC
piu|P I0 UZ
pìu|P I1 UZ
pỉu|P I3 UZ
pĩu|P I2 UZ
píu|P I4 UZ
pịu|P I5 UZ
po|P O0
pò|P O1
pỏ|P O3
põ|P O2
pó|P O4
pọ|P O5
póc|P OA4 KC
poem|P W E0 MZ
poèm|P W E1 MZ
poẻm|P W E3 MZ
poẽm|P W E2 MZ
poém|P W E4 MZ
poẹm|P W E5 MZ
poi|P O0 IZ
pòi|P O1 IZ
pỏi|P O3 IZ
põi|P O2 IZ
pói|P O4 IZ
pọi|P O5 IZ
pon|P O0 NZ
pòn|P O1 NZ
pỏn|P O3 NZ
põn|P O2 NZ
pón|P O4 NZ
pọn|P O5 NZ
pong|P OA0 NGZ
pòng|P OA1 NGZ
pỏng|P OA3 NGZ
põng|P OA2 NGZ
póng|P OA4 NGZ
pọng|P OA5 NGZ
poóc|P O4 OA4 KC
poọc|P O5 OA5 KC
póp|P O4 PC
pót|P O4 TC
pô|P OO0
pồ|P OO1
pổ|P OO3
pỗ|P OO2
pố|P OO4
pộ|P OO5
pốc|P OO4 KC
pôn|P OO0 NZ
pồn|P OO1 NZ
pổn|P OO3 NZ
pỗn|P OO2 NZ
pốn|P OO4 NZ
pộn|P OO5 NZ
pông|P OO0 NGZ
pồng|P OO1 NGZ
pổng|P OO3 NGZ
pỗng|P OO2 NGZ
pống|P OO4 NGZ
pộng|P OO5 NGZ
pốp|P OO4 PC
pốt|P OO4 TC
pơ|P OW0
pờ|P OW1
pở|P OW3
pỡ|P OW2
pớ|P OW4
pợ|P OW5
pơi|P OW0 IZ
pời|P OW1 IZ
pởi|P OW3 IZ
pỡi|P OW2 IZ
pới|P OW4 IZ
pợi|P OW5 IZ
pơn|P OW0 NZ
pờn|P OW1 NZ
pởn|P OW3 NZ
pỡn|P OW2 NZ
pớn|P OW4 NZ
pợn|P OW5 NZ
pớt|P OW4 TC
pợt|P OW5 TC
pu|P U0
pù|P U1
pủ|P U3
pũ|P U2
pú|P U4
pụ|P U5
pua|P UO0
pùa|P UO1
pủa|P UO3
pũa|P UO2
púa|P UO4
pụa|P UO5
pun|P U0 NZ
pùn|P U1 NZ
pủn|P U3 NZ
pũn|P U2 NZ
pún|P U4 NZ
pụn|P U5 NZ
puô|P UO0
